,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
1806,Automated program repair is the problem of automatically fixing bugs in programs in order to significantly reduce the debugging costs and improve the software quality.,1,0,0,0,0,0
1807,"To address this problem, test-suite based repair techniques regard a given test suite as an oracle and modify the input buggy program to make the entire test suite pass.",1,0,0,0,0,0
1808,"GenProg is well recognized as a prominent repair approach of this kind, which uses genetic programming (GP) to rearrange the statements already extant in the buggy program.",1,0,0,0,0,0
1809,"However, recent empirical studies show that the performance of GenProg is not fully satisfactory, particularly for Java.",1,0,0,0,0,0
1810,"In this paper, we propose ARJA, a new GP based repair approach for automated repair of Java programs.",0,1,0,0,0,0
1811,"To be specific, we present a novel lower-granularity patch representation that properly decouples the search subspaces of likely-buggy locations, operation types and potential fix ingredients, enabling GP to explore the search space more effectively.",0,0,1,0,0,0
1812,"Based on this new representation, we formulate automated program repair as a multi-objective search problem and use NSGA-II to look for simpler repairs.",0,0,1,0,0,0
1813,"To reduce the computational effort and search space, we introduce a test filtering procedure that can speed up the fitness evaluation of GP and three types of rules that can be applied to avoid unnecessary manipulations of the code.",0,0,1,0,0,0
1814,"Moreover, we also propose a type matching strategy that can create new potential fix ingredients by exploiting the syntactic patterns of existing statements.",0,1,0,0,0,0
1815,We conduct a large-scale empirical evaluation of ARJA along with its variants on both seeded bugs and real-world bugs in comparison with several state-of-the-art repair approaches.,0,0,0,1,0,0
1816,Our results verify the effectiveness and efficiency of the search mechanisms employed in ARJA and also show its superiority over the other approaches.,0,0,0,0,1,0
1817,"In particular, compared to jGenProg (an implementation of GenProg for Java), an ARJA version fully following the redundancy assumption can generate a test-suite adequate patch for more than twice the number of bugs (from 27 to 59), and a correct patch for nearly four times of the number (from 5 to 18), on 224 real-world bugs considered in Defects4J.",0,0,0,0,1,1
1818,"Furthermore, ARJA is able to correctly fix several real multi-location bugs that are hard to be repaired by most of the existing repair approaches.",0,0,0,0,0,1
1819,The standard approach to applying text retrieval models to code repositories is to train models on documents representing program elements.,1,0,0,0,0,0
1820,"However, code changes lead to model obsolescence and to the need to retrain the model from the latest snapshot.",1,0,0,0,0,0
1821,"To address this, we previously introduced an approach that trains a model on documents representing changesets from a repository and demonstrated its feasibility for feature location.",1,0,0,0,0,0
1822,"In this paper, we expand our work by investigating: a second task (developer identification), the effects of including different changeset parts in the model, the repository characteristics that affect the accuracy of our approach, and the effects of the time invariance assumption on evaluation results.",0,0,1,0,0,0
1823,"Our results demonstrate that our approach is as accurate as the standard approach for projects with most changes localized to a subset of the code, but less accurate when changes are highly distributed throughout the code.",0,0,0,0,1,0
1824,"Moreover, our results demonstrate that context and messages are key to the accuracy of changeset-based models and that the time invariance assumption has a statistically significant effect on evaluation results, providing overly-optimistic results.",0,0,0,0,1,0
1825,"Our findings indicate that our approach is a suitable alternative to the standard approach, providing comparable accuracy while eliminating retraining costs.",0,0,0,0,0,1
1826,Developers increasingly rely on text matching tools to analyze the relation between natural language words and APIs.,1,0,0,0,0,0
1827,"However, semantic gaps, namely textual mismatches between words and APIs, negatively affect these tools.",1,0,0,0,0,0
1828,"Previous studies have transformed words or APIs into low-dimensional vectors for matching; however, inaccurate results were obtained due to the failure of modeling words and APIs simultaneously.",1,0,0,0,0,0
1829,"To resolve this problem, two main challenges are to be addressed: the acquisition of massive words and APIs for mining and the alignment of words and APIs for modeling.",1,0,0,0,0,0
1830,"Therefore, this study proposes Word2API to effectively estimate relatedness of words and APIs.",0,1,0,0,0,0
1831,Word2API collects millions of commonly used words and APIs from code repositories to address the acquisition challenge.,0,0,0,1,0,0
1832,"Then, a shuffling strategy is used to transform related words and APIs into tuples to address the alignment challenge.",0,0,1,0,0,0
1833,"Using these tuples, Word2API models words and APIs simultaneously.",0,0,1,0,0,0
1834,Word2API outperforms baselines by 10-49.6 percent of relatedness estimation in terms of precision and NDCG.,0,0,0,0,1,0
1835,"Word2API is also effective on solving typical software tasks, e.g., query expansion and API documents linking.",0,0,0,0,1,0
1836,A simple system with Word2API-expanded queries recommends up to 21.4 percent more related APIs for developers.,0,0,0,0,1,0
1837,"Meanwhile, Word2API improves comparison algorithms by 7.9-17.4 percent in linking questions in Question&Answer communities to API documents.",0,0,0,0,1,0
1838,"Software defect prediction, which aims to identify defective modules, can assist developers in finding bugs and prioritizing limited quality assurance resources.",1,0,0,0,0,0
1839,Various features to build defect prediction models have been proposed and evaluated.,1,0,0,0,0,0
1840,"Among them, process metrics are one important category.",1,0,0,0,0,0
1841,"Yet, existing process metrics are mainly encoded manually from change histories and ignore the sequential information arising from the changes during software evolution.",1,0,0,0,0,0
1842,Are the change sequences derived from such information useful to characterize buggy program modules?,1,0,0,0,0,0
1843,How can we leverage such sequences to build good defect prediction models?,1,0,0,0,0,0
