,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
1045,"By interviewing 14 software engineering experts, followed by a large survey on 229 Java software engineers, we identified 9 major activities related to configuration engineering, 22 challenges faced by developers, and 24 expert recommendations to improve software configuration quality.",0,0,0,1,1,0
1046,"We complemented this study by a systematic literature review to enrich the experts' recommendations, and to identify possible solutions discussed and evaluated by the research community for the developers' problems and challenges.",0,0,0,1,0,0
1047,"We find that developers face a variety of challenges for all nine configuration engineering activities, starting from the creation of options, which generally is not planned beforehand and increases the complexity of a software system, to the non-trivial comprehension and debugging of configurations, and ending with the risky maintenance of configuration options, since developers avoid touching and changing configuration options in a mature system.",0,0,0,0,1,0
1048,"We also find that researchers thus far focus primarily on testing and debugging configuration failures, leaving a large range of opportunities for future work.",0,0,0,0,1,0
1049,Regression testing is performed during maintenance activities to assess whether the unchanged parts of a software behave as intended.,1,0,0,0,0,0
1050,"To reduce its cost, test case prioritization techniques can be used to schedule the execution of the available test cases to increase their ability to reveal regression faults earlier.",1,0,0,0,0,0
1051,"Optimal test ordering can be determined using various techniques, such as greedy algorithms and meta-heuristics, and optimizing multiple fitness functions, such as the average percentage of statement and branch coverage.",1,0,0,0,0,0
1052,These fitness functions condense the cumulative coverage scores achieved when incrementally running test cases in a given ordering using Area Under Curve (AUC) metrics.,1,0,0,0,0,0
1053,"In this paper, we notice that AUC metrics represent a bi-dimensional (simplified) version of the hypervolume metric, which is widely used in many-objective optimization.",0,1,0,0,0,0
1054,"Thus, we propose a Hypervolume-based Genetic Algorithm, namely HGA, to solve the Test Case Prioritization problem when using multiple test coverage criteria.",0,0,1,0,0,0
1055,"An empirical study conducted with respect to five state-of-the-art techniques shows that (i) HGA is more cost-effective, (ii) HGA improves the efficiency of Test Case Prioritization, (iii) HGA has a stronger selective pressure when dealing with more than three criteria.",0,0,0,1,1,0
1056,We introduce two complementary approaches to monitor decentralized systems.,0,1,1,0,0,0
1057,"The first approach relies on systems with a centralized specification, i.e., when the specification is written for the behavior of the entire system.",0,0,1,0,0,0
1058,"To do so, our approach introduces a data structure that (i) keeps track of the execution of an automaton (ii) has predictable parameters and size, and (iii) guarantees strong eventual consistency.",0,0,1,0,0,0
1059,The second approach defines decentralized specifications wherein multiple specifications are provided for separate parts of the system.,0,0,1,0,0,0
1060,We study two properties of decentralized specifications pertaining to monitorability and compatibility between specification and architecture.,0,1,1,0,0,0
1061,We also present a general algorithm for monitoring decentralized specifications.,0,1,1,0,0,0
1062,We map three existing algorithms to our approaches and provide a framework for analyzing their behavior.,0,1,1,0,0,0
1063,"Furthermore, we present THEMIS, a framework for designing such decentralized algorithms and simulating their behavior.",0,1,1,0,0,0
1064,We demonstrate the usage of THEMIS to compare multiple algorithms and validate the trends predicted by the analysis in two scenarios: a synthetic benchmark and the Chiron user interface.,0,1,1,1,0,0
1065,Generic programming is a key paradigm for developing reusable software components.,1,0,0,0,0,0
1066,The inherent support for generic constructs is therefore important in programming languages.,1,0,0,0,0,0
1067,"As for C++, the generic construct, templates, has been supported since the language was first released.",1,0,0,0,0,0
1068,"However, little is currently known about how C++ templates are actually used in developing real software.",1,0,0,0,0,0
1069,"In this study, we conduct an experiment to investigate the use of templates in practice.",0,1,1,1,0,0
1070,"We analyze 1,267 historical revisions of 50 open source systems, consisting of 566 million lines of C++ code, to collect the data of the practical use of templates.",0,0,0,1,0,0
1071,We perform statistical analyses on the collected data and produce many interesting results.,0,0,0,1,1,0
1072,"We uncover the following important findings: (1) templates are practically used to prevent code duplication, but this benefit is largely confined to a few highly used templates; (2) function templates do not effectively replace C-style generics, and developers with a C background do not show significant preference between the two language constructs; (3) developers seldom convert dynamic polymorphism to static polymorphism by using CRTP (Curiously Recursive Template Pattern); (4) the use of templates follows a power-law distribution in most cases, and C++ developers who prefer using templates are those without other language background; (5) C developer background seems to override C++ project guidelines.",0,0,0,0,1,0
