,sentence,background_motivation,research_method,aim_contribution_research_object,results_findings_summary
1253,"Prior research compares the impact of class rebalancing techniques on the performance of defect models but arrives at contradictory conclusions due to the use of different choice of datasets, classification techniques, and performance measures.",1,0,0,0
1254,Such contradictory conclusions make it hard to derive practical guidelines for whether class rebalancing techniques should be applied in the context of defect models.,1,0,0,0
1255,"In this paper, we investigate the impact of class rebalancing techniques on the performance measures and interpretation of defect models.",0,0,1,0
1256,We also investigate the experimental settings in which class rebalancing techniques are beneficial for defect models.,0,0,1,0
1257,"Through a case study of 101 datasets that span across proprietary and open-source systems, we conclude that the impact of class rebalancing techniques on the performance of defect prediction models depends on the used performance measure and the used classification techniques.",0,1,0,0
1258,"We observe that the optimized SMOTE technique and the under-sampling technique are beneficial when quality assurance teams wish to increase AUC and Recall, respectively, but they should be avoided when deriving knowledge and understandings from defect models.",0,0,0,1
1259,Discrete event controllers are at the heart of many software systems that require continuous operation.,1,0,0,0
1260,Changing these controllers at runtime to cope with changes in its execution environment or system requirements change is a challenging open problem.,1,0,0,0
1261,In this paper we address the problem of dynamic update of controllers in reactive systems.,0,0,1,0
1262,"We present a general approach to specifying correctness criteria for dynamic update and a technique for automatically computing a controller that handles the transition from the old to the new specification, assuring that the system will reach a state in which such a transition can correctly occur and in which the underlying system architecture can reconfigure.",0,0,1,0
1263,Our solution uses discrete event controller synthesis to automatically build a controller that guarantees both progress towards update and safe update.,0,0,0,1
1264,"Software defect prediction, which predicts defective code regions, can assist developers in finding bugs and prioritizing their testing efforts.",1,0,0,0
1265,Traditional defect prediction features often fail to capture the semantic differences between different programs.,1,0,0,0
1266,This degrades the performance of the prediction models built on these traditional features.,1,0,0,0
1267,"Thus, the capability to capture the semantics in programs is required to build accurate prediction models.",1,0,0,0
1268,"To bridge the gap between semantics and defect prediction features, we propose leveraging a powerful representation-learning algorithm, deep learning, to learn the semantic representations of programs automatically from source code files and code changes.",0,0,1,0
1269,"Specifically, we leverage a deep belief network (DBN) to automatically learn semantic features using token vectors extracted from the programs' abstract syntax trees (AST) (for file-level defect prediction models) and source code changes (for change-level defect prediction models).",0,0,1,0
1270,"We examine the effectiveness of our approach on two file-level defect prediction tasks (i.e., file-level within-project defect prediction and file-level cross-project defect prediction) and two change-level defect prediction tasks (i.e., change-level within-project defect prediction and change-level cross-project defect prediction).",0,1,0,0
1271,Our experimental results indicate that the DBN-based semantic features can significantly improve the examined defect prediction tasks.,0,0,0,1
1272,"Specifically, the improvements of semantic features against existing traditional features (in F1) range from 2.1 to 41.9 percentage points for file-level within-project defect prediction, from 1.5 to 13.4 percentage points for file-level cross-project defect prediction, from 1.0 to 8.6 percentage points for change-level within-project defect prediction, and from 0.6 to 9.9 percentage points for change-level cross-project defect prediction.",0,0,0,1
1273,Software systems fail.,1,0,0,0
1274,"These failures are often reported to issue tracking systems, where they are prioritized and assigned to responsible developers to be investigated.",1,0,0,0
1275,"When developers debug software, they need to reproduce the reported failure in order to verify whether their fix actually prevents the failure from happening again.",1,0,0,0
